date,experiment_name,domain,url,start_seconds,end_seconds,deepgram_model,llm_provider,llm_model,segment_count,avg_confidence,chrf_score,xcomet_score,glossary_adherence_rate,glossary_expected_terms,glossary_matched_terms,notes,json_path
2026-07-22,en_talk_transition_accuracy_check,llm_lecture_ja_to_en_transition,experiments\clips\clip_6m40_90s_entalk.wav,0.000,0.000,nova-3,gemini,gemini-2.5-flash,2,0.8320,,,,,,"avg_latency=3.50s max_latency=4.77s avg_mt_latency=0.06s; Real EN->JA translation test: JA host handoff (6:40-7:18) into Jiaxian Guo's actual English talk (7:18-8:10), including a known ASR-mishearing test case ('Marsau Labs' should be 'Matsuo Lab', added to dictionary.csv). gemini-2.5-flash (flash-lite daily quota exhausted).",experiments\20260722_en_talk_transition_accuracy_check.json
2026-07-22,en_talk_transition_accuracy_check_v2,llm_lecture_ja_to_en_transition,experiments\clips\clip_6m40_90s_entalk.wav,0.000,0.000,nova-3,gemini,gemini-3.1-flash-lite,34,0.9504,,,,,,"avg_latency=30.57s max_latency=89.17s avg_mt_latency=0.01s; Real EN->JA translation test: JA host handoff (6:40-7:18) into Jiaxian Guo's actual English talk (7:18-8:10). Tests ASR-error auto-correction ('Marsau Labs' should resolve toward 'Matsuo Lab', added to dictionary.csv). gemini-3.1-flash-lite (2.5-flash and 2.5-flash-lite daily quota both exhausted).",experiments\20260722_en_talk_transition_accuracy_check_v2.json
2026-07-23,en_talk_7m20_8m50,llm_lecture_en_talk,experiments\clips\clip_7m20_90s_entalk2.wav,0.000,0.000,nova-3,gemini,gemini-2.5-flash-lite,3,0.9665,,,,,,"avg_latency=5.40s max_latency=9.30s avg_mt_latency=0.13s; Shifted per user request to 7:20-8:50, right at the start of Jiaxian Guo's actual English talk (skips most of the JA handoff). Tests ASR-error auto-correction with strengthened dictionary hints (Cha senko/Jaachenko -> Jiaxian Guo, Marsau Labs -> Matsuo Lab). gemini-2.5-flash-lite, fresh daily quota.",experiments\20260723_en_talk_7m20_8m50.json
2026-07-23,en_talk_7m20_8m50_v2,llm_lecture_en_talk,experiments\clips\clip_7m20_90s_entalk2.wav,0.000,0.000,nova-3,gemini,gemini-3.1-flash-lite,31,0.9673,,,,,,avg_latency=20.53s max_latency=63.86s avg_mt_latency=0.01s; Shifted per user request to 7:20-8:50 (start of Jiaxian Guo's English talk). gemini-3.1-flash-lite (2.5-flash/-lite exhausted from testing). Tests strengthened dictionary hints for name/lab ASR-error auto-correction.,experiments\20260723_en_talk_7m20_8m50_v2.json
2026-07-24,calibration_check,,video\LLM2024_8_part1.mp4,180.000,360.000,nova-3,gemini,gemini-3.1-flash-lite,51,0.9286,,,0.500,2,1,avg_latency=47.22s max_latency=129.60s avg_mt_latency=0.01s; RPM calibration check before full run,experiments\20260724_calibration_check.json
2026-07-24,calibration_check2,,video\LLM2024_8_part1.mp4,600.000,720.000,nova-3,gemini,gemini-3.1-flash-lite,42,0.9295,,,0.833,6,5,"avg_latency=42.78s max_latency=109.65s avg_mt_latency=0.01s; second RPM/backlog calibration check, isolated from earlier diagnostic connects",experiments\20260724_calibration_check2.json
2026-07-24,calibration_baseline_no_packs,,video\LLM2024_8_part1.mp4,900.000,1020.000,nova-3,gemini,gemini-3.1-flash-lite,42,0.9204,,,1.000,1,1,"avg_latency=40.82s max_latency=108.85s avg_mt_latency=0.01s; baseline check: no domain packs/keyterms, isolate whether backlog is pre-existing",experiments\20260724_calibration_baseline_no_packs.json
2026-07-24,calibration_drift_fix,,video\LLM2024_8_part1.mp4,900.000,1020.000,nova-3,gemini,gemini-3.1-flash-lite,40,0.9277,,,1.000,2,2,avg_latency=33.94s max_latency=93.70s avg_mt_latency=0.01s; verify fixed-schedule pacing resolves the latency-drift bug,experiments\20260724_calibration_drift_fix.json
2026-07-24,calibration_rpm60,,video\LLM2024_8_part1.mp4,900.000,1020.000,nova-3,gemini,gemini-3.1-flash-lite,43,0.9332,,,1.000,2,2,"avg_latency=4.14s max_latency=5.96s avg_mt_latency=0.01s; test whether raising GEMINI_RPM_LIMIT from 9 to 60 resolves the growing-latency backlog (segment arrival rate observed ~20/min, well above the 9 RPM cap)",experiments\20260724_calibration_rpm60.json
2026-07-24,llm2024_8_part1_full,llm_inference_efficiency_lecture,video\LLM2024_8_part1.mp4,0.000,0.000,nova-3,gemini,gemini-3.1-flash-lite,1811,0.9460,,,1.000,36,36,avg_latency=3.84s max_latency=6.88s avg_mt_latency=0.01s; Full 75-min validation run: video-vision-extracted session glossary (114 terms) active via DOMAIN_PACKS; GEMINI_RPM_LIMIT raised to 60 (validated backlog fix); Deepgram keyterm token-budget backoff active; drift-corrected audio pacing active,experiments\20260724_llm2024_8_part1_full.json
2026-07-24,llm2024_8_part1_full_baseline_no_dict,llm_inference_efficiency_lecture,video\LLM2024_8_part1.mp4,0.000,0.000,nova-3,gemini,gemini-3.1-flash-lite,1810,0.9412,,,1.000,5,5,"avg_latency=3.87s max_latency=16.47s avg_mt_latency=0.01s; Baseline comparison run: NO domain pack / video-extracted dictionary active (curated dictionary.csv only, 49 terms). Same RPM=60/keyterm-backoff/pacing fixes as the with-dictionary run, for a fair with-vs-without comparison.",experiments\20260724_llm2024_8_part1_full_baseline_no_dict.json
2026-07-31,post_dedup_fix_check,,video\LLM2024_8_part1.mp4,900.000,1020.000,nova-3,gemini,gemini-3.1-flash-lite,21,0.9367,,,,0,0,"avg_latency=4.83s max_latency=7.29s avg_mt_latency=0.35s; Validate the utterance-continuity fix: coalesced batching, in-order emission, cross-call accumulation. Same 900-1020s window as calibration_rpm60/calibration_drift_fix/calibration_baseline_no_packs for direct comparison (those showed segment_count 40-43 for this 2-min window, i.e. ~20/min -- suspected to be soft-finalized fragments each logged as their own segment rather than real utterance count).",experiments\20260731_post_dedup_fix_check.json
2026-08-06,hardest_5min_gpt54nano,llm_inference_efficiency_lecture,experiments\clips\hardest_5min_64m07-69m07.mp4,0.000,0.000,nova-3,openai,gpt-5.4-nano,69,0.9034,,,1.000,2,2,"avg_latency=4.90s max_latency=9.99s avg_mt_latency=0.68s; Cheapest tested model (gpt-5.4-nano, $0.20/$1.25 per 1M per model_comparison/COMPARISON_REPORT.md) on the hardest 5-min window (post duplicate-fragment/reorder-buffer fix). Known caveat from the comparison report: gpt-5.4-nano showed an active mistranslation (garbled 'quantization, country' -> translated country literally) and did not self-correct 'KV catch' -> 'KV cache'.",experiments\20260806_hardest_5min_gpt54nano.json
2026-08-06,hardest_5min_gemini35flashlite,llm_inference_efficiency_lecture,experiments\clips\hardest_5min_64m07-69m07.mp4,0.000,0.000,nova-3,gemini,gemini-3.5-flash-lite,66,0.8927,,,1.000,2,2,"avg_latency=4.59s max_latency=12.89s avg_mt_latency=0.49s; Better model per team's own model_comparison/COMPARISON_REPORT.md recommendation (gemini-3.5-flash-lite: best speed/cost/terminology-accuracy combo, correctly self-corrected KV catch->KV cache and the garbled quantization/country segment in that report's spot-check). Also: retranslate-full-utterance-on-continuation coherence fix, disfluency-smoothing prompt rule, and caption min-hold-duration fix all active for this run.",experiments\20260806_hardest_5min_gemini35flashlite.json
2026-09-03,smoketest,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,315.000,nova-3-general,gemini,gemini-3-flash-preview,2,1.0000,,,,0,0,avg_latency=3.11s max_latency=4.38s avg_mt_latency=0.00s;,experiments/20260903_smoketest.json
2026-09-03,chunk_latency_sweep_300ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,12,0.9985,,,1.000,1,1,"avg_latency=17.24s max_latency=48.27s avg_mt_latency=2.15s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep_300ms.json
2026-09-03,chunk_latency_sweep_500ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,10,0.9984,,,1.000,1,1,"avg_latency=15.11s max_latency=36.50s avg_mt_latency=4.52s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep_500ms.json
2026-09-03,chunk_latency_sweep_800ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,9,0.9992,,,1.000,1,1,"avg_latency=12.12s max_latency=32.82s avg_mt_latency=3.37s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep_800ms.json
2026-09-03,chunk_latency_sweep_1200ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,12,0.9983,,,1.000,1,1,"avg_latency=18.86s max_latency=38.36s avg_mt_latency=2.19s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep_1200ms.json
2026-09-03,chunk_latency_sweep_1500ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,9,0.9992,,,1.000,1,1,"avg_latency=13.42s max_latency=39.46s avg_mt_latency=3.47s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep_1500ms.json
2026-09-03,chunk_latency_sweep_2000ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,7,0.9991,,,1.000,1,1,"avg_latency=7.27s max_latency=12.64s avg_mt_latency=1.88s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep_2000ms.json
2026-09-03,asr_keyterms_on,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,900.000,nova-3-general,gemini,gemini-3-flash-preview,13,0.9989,7.590,,1.000,1,1,"avg_latency=19.55s max_latency=56.24s avg_mt_latency=3.00s; Isolates Deepgram Keyterm Prompting's effect on ASR itself (not just translation-side dictionary). Curated 27-term glossary passed as Deepgram keyterms. wjZofJX0v4M 5:00-15:00, matches experiments/refs/wjZofJX0v4M_5_15_en.txt ground truth for WER comparison.",experiments/20260903_asr_keyterms_on.json
2026-09-03,asr_keyterms_off,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,900.000,nova-3-general,gemini,gemini-3-flash-preview,20,0.9991,11.371,,1.000,1,1,"avg_latency=38.42s max_latency=109.57s avg_mt_latency=0.33s; Same segment/dictionary as asr_keyterms_on, but DEEPGRAM_KEYTERMS_ENABLED=false so Deepgram gets no keyterm hints (translation-side dictionary lookup still active identically in both runs -- only the ASR-level hint differs). wjZofJX0v4M 5:00-15:00.",experiments/20260903_asr_keyterms_off.json
2026-09-03,chunk_latency_sweep2_300ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,16,0.9991,,,1.000,1,1,"avg_latency=7.08s max_latency=12.07s avg_mt_latency=1.76s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep2_300ms.json
2026-09-03,chunk_latency_sweep2_500ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,12,0.9994,,,1.000,1,1,"avg_latency=6.81s max_latency=9.88s avg_mt_latency=1.62s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep2_500ms.json
2026-09-03,chunk_latency_sweep2_800ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,13,0.9994,,,1.000,1,1,"avg_latency=7.01s max_latency=9.85s avg_mt_latency=1.61s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep2_800ms.json
2026-09-03,chunk_latency_sweep2_1200ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,13,0.9994,,,1.000,1,1,"avg_latency=7.08s max_latency=10.08s avg_mt_latency=1.55s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep2_1200ms.json
2026-09-03,chunk_latency_sweep2_1500ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,13,0.9994,,,1.000,1,1,"avg_latency=6.92s max_latency=9.72s avg_mt_latency=1.67s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep2_1500ms.json
2026-09-03,chunk_latency_sweep2_2000ms,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,13,0.9994,,,1.000,1,1,"avg_latency=6.83s max_latency=9.81s avg_mt_latency=1.50s; Post-dedup-fix chunk-length/endpointing sweep with honest (speed=1.0) latency measurement. wjZofJX0v4M 5:00-6:30, curated glossary active.",experiments/20260903_chunk_latency_sweep2_2000ms.json
2026-09-03,asr_keyterms_on2,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,900.000,nova-3-general,gemini,gemini-3-flash-preview,7,0.9996,2.763,,,0,0,"avg_latency=8.16s max_latency=18.07s avg_mt_latency=0.47s; Isolates Deepgram Keyterm Prompting's effect on ASR itself (not just translation-side dictionary). Curated 27-term glossary passed as Deepgram keyterms. wjZofJX0v4M 5:00-15:00, matches experiments/refs/wjZofJX0v4M_5_15_en.txt ground truth for WER comparison.",experiments/20260903_asr_keyterms_on2.json
2026-09-03,asr_keyterms_off2,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,900.000,nova-3-general,gemini,gemini-3-flash-preview,33,0.9995,13.657,,1.000,1,1,"avg_latency=-19.46s max_latency=4.23s avg_mt_latency=0.90s; Same segment/dictionary as asr_keyterms_on, but DEEPGRAM_KEYTERMS_ENABLED=false so Deepgram gets no keyterm hints (translation-side dictionary lookup still active identically in both runs -- only the ASR-level hint differs). wjZofJX0v4M 5:00-15:00.",experiments/20260903_asr_keyterms_off2.json
2026-09-03,asr_keyterms_on3,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,540.000,nova-3-general,gemini,gemini-3-flash-preview,29,0.9994,12.537,,1.000,1,1,"avg_latency=-14.95s max_latency=4.05s avg_mt_latency=1.01s; Isolates Deepgram Keyterm Prompting's effect on ASR itself (not just translation-side dictionary). Curated 27-term glossary passed as Deepgram keyterms. wjZofJX0v4M 5:00-15:00, matches experiments/refs/wjZofJX0v4M_5_15_en.txt ground truth for WER comparison.",experiments/20260903_asr_keyterms_on3.json
2026-09-03,asr_keyterms_off3,ml_transformers,experiments/refs/audio/wjZofJX0v4M.webm,300.000,540.000,nova-3-general,gemini,gemini-3-flash-preview,28,0.9995,12.362,,1.000,1,1,"avg_latency=-15.50s max_latency=4.37s avg_mt_latency=0.87s; Same segment/dictionary as asr_keyterms_on, but DEEPGRAM_KEYTERMS_ENABLED=false so Deepgram gets no keyterm hints (translation-side dictionary lookup still active identically in both runs -- only the ASR-level hint differs). wjZofJX0v4M 5:00-15:00.",experiments/20260903_asr_keyterms_off3.json
2026-09-13,h_masking_holdback_local,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,8,0.9992,,,1.000,1,1,avg_latency=10.57s max_latency=38.43s avg_mt_latency=3.94s;,experiments/20260913_h_masking_holdback_local.json
2026-09-13,h_baseline_rpm9_retest,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,8,0.9992,,,1.000,1,1,avg_latency=10.65s max_latency=38.54s avg_mt_latency=4.00s;,experiments/20260913_h_baseline_rpm9_retest.json
2026-09-13,h_masking_holdback_rpm9_retest,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,10,0.9992,,,1.000,1,1,avg_latency=16.47s max_latency=45.01s avg_mt_latency=3.18s;,experiments/20260913_h_masking_holdback_rpm9_retest.json
2026-09-13,h_localagreement_commit_test,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,4,0.9983,,,,0,0,avg_latency=123.34s max_latency=247.10s avg_mt_latency=61.35s;,experiments/20260913_h_localagreement_commit_test.json
2026-09-13,h_continuation_anchor_test,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,10,0.9992,,,1.000,1,1,avg_latency=17.88s max_latency=51.84s avg_mt_latency=4.45s;,experiments/20260913_h_continuation_anchor_test.json
2026-09-15,caption_demo_openai,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,10,0.9992,,,1.000,1,1,avg_latency=18.05s max_latency=51.77s avg_mt_latency=3.20s;,experiments/20260915_caption_demo_openai.json
2026-09-15,caption_demo_gemini_full,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,16,0.9991,,,1.000,1,1,avg_latency=6.61s max_latency=9.59s avg_mt_latency=1.58s;,experiments/20260915_caption_demo_gemini_full.json
2026-09-15,caption_demo_openai_full,,experiments/refs/audio/wjZofJX0v4M.webm,300.000,390.000,nova-3-general,gemini,gemini-3-flash-preview,16,0.9991,,,1.000,1,1,avg_latency=6.85s max_latency=9.70s avg_mt_latency=1.61s;,experiments/20260915_caption_demo_openai_full.json
